"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3301900";"Itaboraí (RJ)";"Total";"100,00000";"99,59346";"74,14649";"21,52592";"3,14839";"0,77266";"0,18710";"0,17555";"0,04389"
"MU";"3301900";"Itaboraí (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"65,99141";"65,90941";"47,33438";"15,61951";"2,41153";"0,54398";"0,05082";"0,03118";"-"
"MU";"3301900";"Itaboraí (RJ)";"Rede geral ou pluvial";"38,63531";"38,58912";"27,33877";"9,56297";"1,37785";"0,30953";"0,03003";"0,01617";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"27,35609";"27,32029";"19,99561";"6,05655";"1,03368";"0,23445";"0,02079";"0,01501";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"13,88132";"13,80856";"10,57008";"2,74762";"0,37189";"0,11896";"0,04273";"0,03003";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa rudimentar ou buraco";"6,96318";"6,91121";"5,52181";"1,19075";"0,14899";"0,04966";"0,03118";"0,02079";"-"
"MU";"3301900";"Itaboraí (RJ)";"Vala";"9,48328";"9,39319";"7,83517";"1,36861";"0,15592";"0,03349";"0,04620";"0,04389";"-"
"MU";"3301900";"Itaboraí (RJ)";"Rio, lago, córrego ou mar";"2,70604";"2,69565";"2,19671";"0,43542";"0,04620";"0,01732";"0,00577";"0,00462";"-"
"MU";"3301900";"Itaboraí (RJ)";"Outra forma";"0,93089";"0,87545";"0,68835";"0,16400";"0,01386";"0,00924";"0,01039";"0,04504";"-"
"MU";"3301900";"Itaboraí (RJ)";"Não tinham banheiro nem sanitário";"0,04389";"-";"-";"-";"-";"-";"-";"-";"0,04389"
"MU";"3302007";"Itaguaí (RJ)";"Total";"100,00000";"99,88410";"72,49225";"22,11027";"4,02327";"1,25831";"0,07805";"0,02838";"0,00946"
"MU";"3302007";"Itaguaí (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"82,95844";"82,89695";"59,57568";"18,78474";"3,47454";"1,06199";"0,04967";"0,01183";"-"
"MU";"3302007";"Itaguaí (RJ)";"Rede geral ou pluvial";"71,14407";"71,09203";"51,26895";"16,06944";"2,90215";"0,85149";"0,04257";"0,00946";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"11,81438";"11,80491";"8,30672";"2,71530";"0,57239";"0,21051";"0,00710";"0,00237";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"3,96414";"3,94995";"2,68218";"0,94373";"0,22943";"0,09461";"0,01419";"-";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa rudimentar ou buraco";"2,95182";"2,94472";"2,26354";"0,54637";"0,10171";"0,03311";"0,00473";"0,00237";"-"
"MU";"3302007";"Itaguaí (RJ)";"Vala";"5,29814";"5,28631";"4,12261";"1,01705";"0,11826";"0,02838";"0,00473";"0,00710";"-"
"MU";"3302007";"Itaguaí (RJ)";"Rio, lago, córrego ou mar";"2,79571";"2,79335";"2,18312";"0,52035";"0,06859";"0,02129";"0,00237";"-";"-"
"MU";"3302007";"Itaguaí (RJ)";"Outra forma";"2,02228";"2,01282";"1,66513";"0,29802";"0,03075";"0,01892";"0,00237";"0,00710";"-"
"MU";"3302007";"Itaguaí (RJ)";"Não tinham banheiro nem sanitário";"0,00946";"-";"-";"-";"-";"-";"-";"-";"0,00946"
"MU";"3302056";"Italva (RJ)";"Total";"100,00000";"99,92855";"68,02429";"27,22401";"3,59057";"1,08967";"0,03573";"0,01786";"0,01786"
"MU";"3302056";"Italva (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"82,02930";"82,01143";"53,87638";"23,95498";"3,21543";"0,96463";"0,01786";"-";"-"
"MU";"3302056";"Italva (RJ)";"Rede geral ou pluvial";"80,74312";"80,72526";"52,89389";"23,72276";"3,17971";"0,92890";"0,01786";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,28617";"1,28617";"0,98249";"0,23223";"0,03573";"0,03573";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,62665";"4,62665";"3,62630";"0,91104";"0,08932";"-";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa rudimentar ou buraco";"5,53769";"5,51983";"4,51947";"0,87531";"0,08932";"0,03573";"-";"0,01786";"-"
"MU";"3302056";"Italva (RJ)";"Vala";"3,59057";"3,57270";"2,89389";"0,62522";"0,03573";"0,01786";"0,01786";"-";"-"
"MU";"3302056";"Italva (RJ)";"Rio, lago, córrego ou mar";"3,55484";"3,55484";"2,62594";"0,71454";"0,14291";"0,07145";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Outra forma";"0,64309";"0,64309";"0,48232";"0,14291";"0,01786";"-";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Não tinham banheiro nem sanitário";"0,01786";"-";"-";"-";"-";"-";"-";"-";"0,01786"
"MU";"3302106";"Itaocara (RJ)";"Total";"100,00000";"99,82313";"64,69158";"28,20031";"5,48309";"1,44815";"0,08844";"0,04422";"0,04422"
"MU";"3302106";"Itaocara (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"73,66792";"73,64581";"45,78819";"22,38558";"4,31130";"1,16073";"0,02211";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Rede geral ou pluvial";"70,80478";"70,78267";"43,89786";"21,75547";"4,07915";"1,05019";"0,02211";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,86314";"2,86314";"1,89034";"0,63011";"0,23215";"0,11055";"-";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"5,94738";"5,91422";"4,03493";"1,37077";"0,37586";"0,13266";"0,02211";"0,01105";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa rudimentar ou buraco";"5,91422";"5,89211";"4,46606";"1,17179";"0,21004";"0,04422";"0,02211";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Vala";"7,22971";"7,20761";"5,53836";"1,50343";"0,14371";"0,02211";"0,02211";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Rio, lago, córrego ou mar";"6,74331";"6,73226";"4,53239";"1,71346";"0,39797";"0,08844";"-";"0,01105";"-"
"MU";"3302106";"Itaocara (RJ)";"Outra forma";"0,45324";"0,43113";"0,33164";"0,05527";"0,04422";"-";"-";"0,02211";"-"
"MU";"3302106";"Itaocara (RJ)";"Não tinham banheiro nem sanitário";"0,04422";"-";"-";"-";"-";"-";"-";"-";"0,04422"
"MU";"3302205";"Itaperuna (RJ)";"Total";"100,00000";"99,87266";"65,63580";"25,92323";"5,82396";"2,48967";"0,07017";"0,03119";"0,02599"
"MU";"3302205";"Itaperuna (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"90,82097";"90,76639";"58,81910";"24,18982";"5,42114";"2,33634";"0,04418";"0,01040";"-"
"MU";"3302205";"Itaperuna (RJ)";"Rede geral ou pluvial";"89,70607";"89,65410";"58,03945";"23,95852";"5,35097";"2,30515";"0,04158";"0,01040";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,11489";"1,11230";"0,77965";"0,23129";"0,07017";"0,03119";"0,00260";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,03228";"2,03228";"1,47353";"0,39242";"0,12214";"0,04418";"-";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa rudimentar ou buraco";"1,67624";"1,65285";"1,30981";"0,25728";"0,06757";"0,01819";"0,01040";"0,01299";"-"
"MU";"3302205";"Itaperuna (RJ)";"Vala";"2,32335";"2,31295";"1,72302";"0,47558";"0,08056";"0,03378";"0,00780";"0,00260";"-"
"MU";"3302205";"Itaperuna (RJ)";"Rio, lago, córrego ou mar";"2,34933";"2,33894";"1,60867";"0,55615";"0,11955";"0,05458";"0,00520";"0,00520";"-"
"MU";"3302205";"Itaperuna (RJ)";"Outra forma";"0,77185";"0,76925";"0,70168";"0,05198";"0,01299";"0,00260";"0,00260";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Não tinham banheiro nem sanitário";"0,02599";"-";"-";"-";"-";"-";"-";"-";"0,02599"
"MU";"3302254";"Itatiaia (RJ)";"Total";"100,00000";"99,88570";"64,18147";"25,76051";"6,97204";"2,97169";"0,09671";"0,00879";"0,00879"
"MU";"3302254";"Itatiaia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"69,64129";"69,57974";"44,73360";"18,67417";"4,61579";"1,55618";"0,06154";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Rede geral ou pluvial";"61,57904";"61,53508";"39,76613";"16,59926";"3,94760";"1,22209";"0,04396";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"8,06225";"8,04466";"4,96747";"2,07491";"0,66819";"0,33410";"0,01758";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"18,92034";"18,92034";"10,90206";"4,84438";"1,93424";"1,23967";"-";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa rudimentar ou buraco";"7,57869";"7,57869";"5,79392";"1,40672";"0,27255";"0,10550";"-";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Vala";"1,24846";"1,23967";"1,03745";"0,17584";"0,02638";"-";"-";"0,00879";"-"
"MU";"3302254";"Itatiaia (RJ)";"Rio, lago, córrego ou mar";"2,28592";"2,26833";"1,54739";"0,56269";"0,11430";"0,04396";"0,01758";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Outra forma";"0,31651";"0,29893";"0,16705";"0,09671";"0,00879";"0,02638";"0,01758";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Não tinham banheiro nem sanitário";"0,00879";"-";"-";"-";"-";"-";"-";"-";"0,00879"
"MU";"3302270";"Japeri (RJ)";"Total";"100,00000";"99,75086";"81,83432";"15,29430";"2,09592";"0,52632";"0,13703";"0,07786";"0,03426"
"MU";"3302270";"Japeri (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"71,67549";"71,56960";"58,08159";"11,35160";"1,67238";"0,46403";"0,08409";"0,02180";"-"
"MU";"3302270";"Japeri (RJ)";"Rede geral ou pluvial";"63,39147";"63,29804";"51,60386";"9,81003";"1,48863";"0,39552";"0,07163";"0,02180";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"8,28402";"8,27157";"6,47773";"1,54158";"0,18374";"0,06851";"0,01246";"-";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"3,58767";"3,57832";"3,03955";"0,49829";"0,01869";"0,02180";"0,00311";"0,00623";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa rudimentar ou buraco";"6,98225";"6,95733";"5,85487";"0,94052";"0,14014";"0,02180";"0,00934";"0,01557";"-"
"MU";"3302270";"Japeri (RJ)";"Vala";"12,47275";"12,41669";"10,27717";"1,90595";"0,21489";"0,01869";"0,03114";"0,02491";"-"
"MU";"3302270";"Japeri (RJ)";"Rio, lago, córrego ou mar";"3,08938";"3,07381";"2,54438";"0,49517";"0,03426";"-";"0,00934";"0,00623";"-"
"MU";"3302270";"Japeri (RJ)";"Outra forma";"2,15821";"2,15509";"2,03675";"0,10277";"0,01557";"-";"-";"0,00311";"-"
"MU";"3302270";"Japeri (RJ)";"Não tinham banheiro nem sanitário";"0,03426";"-";"-";"-";"-";"-";"-";"-";"0,03426"
"MU";"3302304";"Laje do Muriaé (RJ)";"Total";"100,00000";"99,96334";"71,92082";"21,77419";"4,50880";"1,75953";"-";"0,03666";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"65,17595";"65,13930";"49,01026";"12,68328";"2,45601";"0,98974";"-";"0,03666";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rede geral ou pluvial";"61,73021";"61,69355";"46,40762";"12,06012";"2,27273";"0,95308";"-";"0,03666";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"3,44575";"3,44575";"2,60264";"0,62317";"0,18328";"0,03666";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"8,61437";"8,61437";"5,75513";"2,12610";"0,47654";"0,25660";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa rudimentar ou buraco";"1,68622";"1,68622";"1,24633";"0,43988";"-";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Vala";"4,21554";"4,21554";"3,00587";"0,91642";"0,29326";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rio, lago, córrego ou mar";"20,12463";"20,12463";"12,71994";"5,60850";"1,28299";"0,51320";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Outra forma";"0,18328";"0,18328";"0,18328";"-";"-";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3302403";"Macaé (RJ)";"Total";"100,00000";"99,88783";"62,24492";"26,82277";"7,66966";"3,15048";"0,05932";"0,03559";"0,01726"
"MU";"3302403";"Macaé (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"84,20877";"84,17641";"50,50477";"23,75102";"7,01605";"2,90457";"0,02481";"0,00755";"-"
"MU";"3302403";"Macaé (RJ)";"Rede geral ou pluvial";"77,45589";"77,42784";"46,34583";"21,88188";"6,46383";"2,73631";"0,02049";"0,00755";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"6,75288";"6,74857";"4,15894";"1,86915";"0,55222";"0,16826";"0,00431";"-";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"7,27598";"7,25118";"4,89344";"1,71276";"0,46270";"0,18228";"0,01618";"0,00863";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa rudimentar ou buraco";"4,08991";"4,07157";"3,29824";"0,62772";"0,10786";"0,03775";"0,01294";"0,00539";"-"
"MU";"3302403";"Macaé (RJ)";"Vala";"1,29643";"1,28996";"1,04297";"0,22326";"0,02157";"0,00216";"0,00216";"0,00431";"-"
"MU";"3302403";"Macaé (RJ)";"Rio, lago, córrego ou mar";"2,86143";"2,85819";"2,33293";"0,45947";"0,05177";"0,01402";"-";"0,00324";"-"
"MU";"3302403";"Macaé (RJ)";"Outra forma";"0,25023";"0,24052";"0,17257";"0,04854";"0,00971";"0,00971";"0,00324";"0,00647";"-"
"MU";"3302403";"Macaé (RJ)";"Não tinham banheiro nem sanitário";"0,01726";"-";"-";"-";"-";"-";"-";"-";"0,01726"
"MU";"3302452";"Macuco (RJ)";"Total";"100,00000";"99,89691";"70,30928";"24,94845";"3,29897";"1,34021";"0,10309";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"86,18557";"86,13402";"61,64948";"20,72165";"2,88660";"0,87629";"0,05155";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Rede geral ou pluvial";"83,91753";"83,86598";"60,25773";"20,05155";"2,73196";"0,82474";"0,05155";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,26804";"2,26804";"1,39175";"0,67010";"0,15464";"0,05155";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"6,08247";"6,08247";"3,40206";"2,21649";"0,15464";"0,30928";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Fossa rudimentar ou buraco";"0,97938";"0,97938";"0,67010";"0,15464";"0,05155";"0,10309";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Vala";"2,42268";"2,42268";"1,44330";"0,92784";"0,05155";"-";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Rio, lago, córrego ou mar";"4,27835";"4,27835";"3,14433";"0,92784";"0,15464";"0,05155";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Outra forma";"0,05155";"-";"-";"-";"-";"-";"0,05155";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3302502";"Magé (RJ)";"Total";"100,00000";"99,65382";"74,52416";"20,57632";"3,44366";"1,10969";"0,15560";"0,15198";"0,03860"
"MU";"3302502";"Magé (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"68,56802";"68,43413";"50,64290";"14,57072";"2,45941";"0,76110";"0,09046";"0,04342";"-"
"MU";"3302502";"Magé (RJ)";"Rede geral ou pluvial";"45,26813";"45,17043";"33,31846";"9,75683";"1,59820";"0,49695";"0,06634";"0,03136";"-"
"MU";"3302502";"Magé (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"23,29988";"23,26370";"17,32444";"4,81389";"0,86122";"0,26415";"0,02412";"0,01206";"-"
"MU";"3302502";"Magé (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"6,77394";"6,75946";"4,87299";"1,50773";"0,27380";"0,10494";"0,01206";"0,00241";"-"
"MU";"3302502";"Magé (RJ)";"Fossa rudimentar ou buraco";"6,89335";"6,86802";"5,19625";"1,32922";"0,25209";"0,09046";"0,01086";"0,01447";"-"
"MU";"3302502";"Magé (RJ)";"Vala";"12,04255";"11,94485";"9,42996";"2,09273";"0,32688";"0,09529";"0,02412";"0,07358";"-"
"MU";"3302502";"Magé (RJ)";"Rio, lago, córrego ou mar";"5,05512";"5,03824";"3,92734";"0,94565";"0,11941";"0,04584";"0,01086";"0,00603";"-"
"MU";"3302502";"Magé (RJ)";"Outra forma";"0,62842";"0,60912";"0,45473";"0,13027";"0,01206";"0,01206";"0,00724";"0,01206";"-"
"MU";"3302502";"Magé (RJ)";"Não tinham banheiro nem sanitário";"0,03860";"-";"-";"-";"-";"-";"-";"-";"0,03860"
"MU";"3302601";"Mangaratiba (RJ)";"Total";"100,00000";"99,86679";"60,65969";"29,00729";"7,30098";"2,89883";"0,10783";"0,01903";"0,00634"
"MU";"3302601";"Mangaratiba (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"36,40977";"36,37805";"20,65335";"11,40501";"3,15255";"1,16714";"0,03172";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Rede geral ou pluvial";"23,76784";"23,74881";"13,65049";"7,18046";"2,25182";"0,66603";"0,01903";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"12,64193";"12,62924";"7,00285";"4,22455";"0,90073";"0,50111";"0,01269";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"38,82651";"38,81383";"22,65144";"11,81097";"3,02569";"1,32572";"0,01269";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Fossa rudimentar ou buraco";"21,19886";"21,15446";"14,70346";"5,06819";"1,00222";"0,38059";"0,03806";"0,00634";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Vala";"1,52870";"1,49699";"1,11005";"0,33619";"0,04440";"0,00634";"0,01903";"0,01269";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Rio, lago, córrego ou mar";"1,62385";"1,61751";"1,23692";"0,31082";"0,05709";"0,01269";"0,00634";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Outra forma";"0,40596";"0,40596";"0,30447";"0,07612";"0,01903";"0,00634";"-";"-";"-"
"MU";"3302601";"Mangaratiba (RJ)";"Não tinham banheiro nem sanitário";"0,00634";"-";"-";"-";"-";"-";"-";"-";"0,00634"
"MU";"3302700";"Maricá (RJ)";"Total";"100,00000";"99,83799";"54,28976";"32,38489";"9,74896";"3,41438";"0,08032";"0,05173";"0,02995"
"MU";"3302700";"Maricá (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"34,65843";"34,63800";"21,61353";"9,12952";"2,76908";"1,12587";"0,01498";"0,00545";"-"
"MU";"3302700";"Maricá (RJ)";"Rede geral ou pluvial";"17,71721";"17,69815";"12,37645";"3,78332";"1,10545";"0,43292";"0,01361";"0,00545";"-"
"MU";"3302700";"Maricá (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"16,94121";"16,93985";"9,23707";"5,34620";"1,66363";"0,69295";"0,00136";"-";"-"
"MU";"3302700";"Maricá (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"56,78656";"56,73619";"26,55267";"21,49917";"6,56601";"2,11833";"0,02587";"0,02451";"-"
"MU";"3302700";"Maricá (RJ)";"Fossa rudimentar ou buraco";"4,46130";"4,42318";"2,92972";"1,11226";"0,26820";"0,11300";"0,02995";"0,00817";"-"
"MU";"3302700";"Maricá (RJ)";"Vala";"1,47711";"1,46486";"1,11634";"0,28725";"0,04629";"0,01498";"0,00408";"0,00817";"-"
"MU";"3302700";"Maricá (RJ)";"Rio, lago, córrego ou mar";"1,06597";"1,06325";"0,87674";"0,15384";"0,03131";"0,00136";"0,00272";"-";"-"
"MU";"3302700";"Maricá (RJ)";"Outra forma";"1,52068";"1,51251";"1,20075";"0,20285";"0,06807";"0,04084";"0,00272";"0,00545";"-"
"MU";"3302700";"Maricá (RJ)";"Não tinham banheiro nem sanitário";"0,02995";"-";"-";"-";"-";"-";"-";"-";"0,02995"
"MU";"3302809";"Mendes (RJ)";"Total";"100,00000";"99,85543";"71,05682";"22,62542";"4,17811";"1,99508";"0,11566";"0,01446";"0,01446"
"MU";"3302809";"Mendes (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"64,91253";"64,86916";"44,87495";"15,65708";"3,02154";"1,31560";"0,04337";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Rede geral ou pluvial";"52,53723";"52,49386";"37,03918";"12,43314";"2,09628";"0,92526";"0,04337";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"12,37531";"12,37531";"7,83577";"3,22394";"0,92526";"0,39034";"-";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"8,31285";"8,28394";"5,26240";"2,13966";"0,41926";"0,46263";"0,01446";"0,01446";"-"
"MU";"3302809";"Mendes (RJ)";"Fossa rudimentar ou buraco";"4,95880";"4,94434";"3,62874";"1,09874";"0,17349";"0,04337";"0,01446";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Vala";"10,06217";"10,04771";"8,16828";"1,57583";"0,20240";"0,10120";"0,01446";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Rio, lago, córrego ou mar";"11,37776";"11,34885";"8,92005";"2,03846";"0,31806";"0,07229";"0,02891";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Outra forma";"0,36143";"0,36143";"0,20240";"0,11566";"0,04337";"-";"-";"-";"-"
"MU";"3302809";"Mendes (RJ)";"Não tinham banheiro nem sanitário";"0,01446";"-";"-";"-";"-";"-";"-";"-";"0,01446"
"MU";"3302858";"Mesquita (RJ)";"Total";"100,00000";"99,80674";"78,74655";"17,53366";"2,82698";"0,69956";"0,12138";"0,04632";"0,02555"
"MU";"3302858";"Mesquita (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"97,06282";"96,93345";"76,28053";"17,17909";"2,78705";"0,68678";"0,09423";"0,03514";"-"
"MU";"3302858";"Mesquita (RJ)";"Rede geral ou pluvial";"90,08002";"89,96822";"70,46206";"16,20482";"2,64969";"0,65164";"0,08465";"0,02715";"-"
"MU";"3302858";"Mesquita (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"6,98280";"6,96523";"5,81847";"0,97427";"0,13736";"0,03514";"0,00958";"0,00799";"-"
"MU";"3302858";"Mesquita (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"0,21083";"0,20923";"0,15972";"0,03673";"0,00799";"0,00479";"-";"0,00160";"-"
"MU";"3302858";"Mesquita (RJ)";"Fossa rudimentar ou buraco";"0,25714";"0,25235";"0,22201";"0,02715";"0,00319";"-";"0,00160";"0,00319";"-"
"MU";"3302858";"Mesquita (RJ)";"Vala";"1,14836";"1,13239";"1,01899";"0,10222";"0,01118";"-";"0,01118";"0,00479";"-"
"MU";"3302858";"Mesquita (RJ)";"Rio, lago, córrego ou mar";"1,16753";"1,15794";"0,95510";"0,17888";"0,01757";"0,00639";"0,00799";"0,00160";"-"
"MU";"3302858";"Mesquita (RJ)";"Outra forma";"0,12777";"0,12138";"0,11020";"0,00958";"-";"0,00160";"0,00639";"-";"-"
"MU";"3302858";"Mesquita (RJ)";"Não tinham banheiro nem sanitário";"0,02555";"-";"-";"-";"-";"-";"-";"-";"0,02555"
"MU";"3302908";"Miguel Pereira (RJ)";"Total";"100,00000";"99,87317";"59,10244";"27,94146";"8,47805";"4,35122";"0,07805";"0,02927";"0,01951"
"MU";"3302908";"Miguel Pereira (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"69,88293";"69,85366";"39,11220";"20,91707";"6,53659";"3,28780";"0,02927";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Rede geral ou pluvial";"31,57073";"31,55122";"17,45366";"9,53171";"3,11220";"1,45366";"0,01951";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"38,31220";"38,30244";"21,65854";"11,38537";"3,42439";"1,83415";"0,00976";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"19,35610";"19,35610";"12,05854";"4,87805";"1,56098";"0,85854";"-";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Fossa rudimentar ou buraco";"4,35122";"4,33171";"3,16098";"0,87805";"0,17561";"0,11707";"0,01951";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Vala";"4,66341";"4,62439";"3,68780";"0,77073";"0,12683";"0,03902";"0,00976";"0,02927";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Rio, lago, córrego ou mar";"1,24878";"1,24878";"0,80976";"0,36098";"0,03902";"0,03902";"-";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Outra forma";"0,47805";"0,45854";"0,27317";"0,13659";"0,03902";"0,00976";"0,01951";"-";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Não tinham banheiro nem sanitário";"0,01951";"-";"-";"-";"-";"-";"-";"-";"0,01951"
