"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Branca";"1579";"1430";"1357";"73";"63";"29";"26";"27";"4";"-";"1578";"1430";"1357";"73";"63";"28";"26";"27";"4";"-";"496";"422";"393";"29";"19";"16";"18";"18";"3";"-";"584";"534";"511";"23";"26";"10";"6";"7";"1";"-";"381";"366";"350";"16";"10";"2";"2";"1";"-";"-";"117";"108";"103";"5";"8";"-";"-";"1";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Preta";"376";"322";"295";"27";"23";"11";"7";"13";"-";"-";"376";"322";"295";"27";"23";"11";"7";"13";"-";"-";"221";"187";"174";"13";"12";"7";"5";"10";"-";"-";"120";"106";"92";"14";"6";"4";"2";"2";"-";"-";"25";"21";"21";"-";"3";"-";"-";"1";"-";"-";"10";"8";"8";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Amarela";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Parda";"612";"522";"487";"35";"41";"26";"11";"12";"-";"-";"612";"522";"487";"35";"41";"26";"11";"12";"-";"-";"346";"298";"278";"20";"15";"14";"11";"8";"-";"-";"190";"160";"148";"12";"16";"11";"-";"3";"-";"-";"59";"51";"48";"3";"6";"1";"-";"1";"-";"-";"17";"13";"13";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Indígena";"5";"2";"2";"-";"2";"1";"-";"-";"-";"-";"3";"2";"2";"-";"-";"1";"-";"-";"-";"-";"2";"1";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fonte: IBGE - Censo Demográfico"

"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados - percentual do total geral"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"Total";"Total";"100,00";"83,78";"76,51";"7,27";"6,81";"3,04";"3,25";"2,73";"0,36";"0,01";"99,87";"83,72";"76,45";"7,27";"6,80";"3,03";"3,24";"2,72";"0,36";"-";"65,46";"54,08";"49,36";"4,72";"4,12";"2,31";"2,60";"2,08";"0,27";"-";"24,61";"21,02";"19,15";"1,86";"1,87";"0,58";"0,54";"0,53";"0,07";"-";"7,19";"6,37";"5,89";"0,48";"0,54";"0,10";"0,07";"0,09";"0,01";"-";"2,61";"2,25";"2,05";"0,20";"0,26";"0,04";"0,02";"0,02";"0,01";"-";"0,08";"0,05";"0,04";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"-";"0,04";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"-";"0,01";"-";"-";"-";"-";"-";"-";"-";"-";"0,01"
"UF";"33";"Rio de Janeiro";"Total";"Branca";"42,01";"35,85";"33,00";"2,86";"2,92";"1,11";"0,97";"1,04";"0,12";"0,00";"41,98";"35,84";"32,98";"2,85";"2,92";"1,11";"0,97";"1,04";"0,12";"-";"23,14";"19,29";"17,69";"1,60";"1,51";"0,78";"0,74";"0,74";"0,08";"-";"12,31";"10,68";"9,84";"0,84";"0,91";"0,25";"0,19";"0,24";"0,03";"-";"4,69";"4,24";"3,97";"0,27";"0,32";"0,05";"0,03";"0,05";"0,01";"-";"1,85";"1,62";"1,49";"0,13";"0,18";"0,02";"0,01";"0,01";"0,01";"-";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"Total";"Preta";"16,14";"13,47";"12,29";"1,18";"0,94";"0,50";"0,66";"0,48";"0,07";"0,00";"16,10";"13,45";"12,28";"1,18";"0,94";"0,50";"0,66";"0,48";"0,07";"-";"12,10";"10,04";"9,18";"0,86";"0,66";"0,41";"0,54";"0,39";"0,06";"-";"3,21";"2,74";"2,48";"0,25";"0,21";"0,08";"0,10";"0,08";"0,01";"-";"0,61";"0,52";"0,48";"0,05";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,18";"0,15";"0,14";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"Total";"Amarela";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,06";"0,05";"0,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"Total";"Parda";"41,61";"34,26";"31,03";"3,22";"2,93";"1,42";"1,62";"1,21";"0,17";"0,01";"41,55";"34,23";"31,01";"3,22";"2,93";"1,41";"1,61";"1,20";"0,17";"-";"30,10";"24,64";"22,39";"2,25";"1,94";"1,11";"1,31";"0,95";"0,14";"-";"9,02";"7,54";"6,78";"0,76";"0,74";"0,25";"0,26";"0,21";"0,03";"-";"1,86";"1,58";"1,42";"0,16";"0,18";"0,04";"0,03";"0,03";"0,00";"-";"0,57";"0,47";"0,42";"0,05";"0,07";"0,01";"0,01";"0,01";"0,00";"-";"0,04";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"-";"-";"-";"-";"-";"-";"-";"-";"0,01"
"UF";"33";"Rio de Janeiro";"Total";"Indígena";"0,10";"0,08";"0,07";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,10";"0,08";"0,07";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,06";"0,05";"0,04";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Total";"5,47";"4,45";"4,03";"0,42";"0,39";"0,21";"0,22";"0,17";"0,03";"0,00";"5,46";"4,44";"4,03";"0,41";"0,39";"0,20";"0,22";"0,17";"0,03";"-";"3,97";"3,18";"2,88";"0,30";"0,27";"0,17";"0,19";"0,14";"0,02";"-";"1,09";"0,92";"0,83";"0,09";"0,09";"0,03";"0,03";"0,02";"0,00";"-";"0,29";"0,26";"0,24";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,10";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Branca";"2,40";"1,99";"1,81";"0,18";"0,18";"0,08";"0,07";"0,07";"0,01";"0,00";"2,40";"1,99";"1,81";"0,18";"0,18";"0,08";"0,07";"0,07";"0,01";"-";"1,54";"1,24";"1,12";"0,12";"0,11";"0,06";"0,06";"0,05";"0,01";"-";"0,59";"0,50";"0,46";"0,04";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,20";"0,18";"0,16";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,07";"0,07";"0,06";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Preta";"0,66";"0,54";"0,50";"0,05";"0,04";"0,03";"0,03";"0,02";"0,00";"0,00";"0,66";"0,54";"0,49";"0,05";"0,04";"0,02";"0,03";"0,02";"0,00";"-";"0,54";"0,44";"0,40";"0,04";"0,03";"0,02";"0,03";"0,02";"0,00";"-";"0,10";"0,08";"0,07";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Amarela";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Parda";"2,40";"1,91";"1,72";"0,19";"0,18";"0,10";"0,11";"0,08";"0,01";"0,00";"2,39";"1,91";"1,72";"0,19";"0,18";"0,10";"0,11";"0,08";"0,01";"-";"1,89";"1,49";"1,35";"0,14";"0,13";"0,08";"0,10";"0,07";"0,01";"-";"0,40";"0,33";"0,30";"0,03";"0,03";"0,01";"0,01";"0,01";"0,00";"-";"0,08";"0,06";"0,06";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"0 a 4 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Total";"6,34";"5,20";"4,72";"0,48";"0,45";"0,23";"0,25";"0,19";"0,03";"0,00";"6,33";"5,19";"4,72";"0,48";"0,45";"0,23";"0,25";"0,19";"0,03";"-";"4,52";"3,65";"3,32";"0,34";"0,30";"0,18";"0,21";"0,15";"0,02";"-";"1,31";"1,10";"1,00";"0,11";"0,11";"0,04";"0,03";"0,03";"0,00";"-";"0,36";"0,32";"0,29";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Branca";"2,49";"2,09";"1,90";"0,19";"0,18";"0,08";"0,07";"0,07";"0,01";"0,00";"2,49";"2,09";"1,90";"0,19";"0,18";"0,08";"0,07";"0,07";"0,01";"-";"1,52";"1,24";"1,13";"0,11";"0,11";"0,06";"0,06";"0,05";"0,01";"-";"0,64";"0,55";"0,50";"0,05";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,23";"0,21";"0,20";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,10";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Preta";"0,87";"0,71";"0,65";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"0,00";"0,87";"0,71";"0,65";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"-";"0,70";"0,57";"0,52";"0,05";"0,04";"0,03";"0,04";"0,02";"0,00";"-";"0,14";"0,11";"0,10";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Parda";"2,97";"2,39";"2,16";"0,23";"0,22";"0,12";"0,14";"0,09";"0,01";"0,00";"2,96";"2,39";"2,16";"0,23";"0,22";"0,12";"0,14";"0,09";"0,01";"-";"2,29";"1,83";"1,66";"0,17";"0,16";"0,10";"0,11";"0,08";"0,01";"-";"0,54";"0,44";"0,40";"0,05";"0,05";"0,02";"0,02";"0,01";"0,00";"-";"0,10";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"5 a 9 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"10 a 14 anos";"Total";"6,03";"4,93";"4,48";"0,46";"0,44";"0,21";"0,23";"0,18";"0,03";"0,00";"6,02";"4,93";"4,47";"0,46";"0,44";"0,21";"0,23";"0,18";"0,03";"-";"4,16";"3,36";"3,05";"0,31";"0,28";"0,17";"0,19";"0,14";"0,02";"-";"1,34";"1,12";"1,01";"0,11";"0,11";"0,04";"0,03";"0,03";"0,00";"-";"0,37";"0,33";"0,30";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"-";"0,15";"0,13";"0,12";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
