ano,id_municipio,sigla_uf,populacao_atendida_agua,populacao_atentida_esgoto,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_atendida_agua_ibge,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto,populacao_urbana_residente_esgoto_ibge,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,quantidade_ligacao_total_agua,quantidade_ligacao_total_esgoto,quantidade_economia_ativa_agua,quantidade_economia_ativa_esgoto,quantidade_ligacao_micromedia_ativa_agua,quantidade_economia_residencial_ativa_agua,quantidade_economia_residencial_ativa_esgoto,quantidade_economia_micromedida_ativa_agua,quantidade_economia_residencial_micromedida_ativa_agua,volume_agua_produzido,volume_agua_tratada_eta,volume_agua_micromedido,volume_agua_consumido,volume_agua_faturado,volume_agua_macromedido,volume_agua_tratada_desinfeccao,volume_agua_bruta_exportado,volume_agua_tratada_importado,volume_agua_tratada_exportado,volume_agua_micromedido_economia_ativa,volume_servico_agua,volume_agua_fluoretada,consumo_eletrico_sistemas_agua,volume_esgoto_coletado,volume_esgoto_tratado,volume_esgoto_faturado,volume_esgoto_bruto_exportado,volume_esgoto_bruto_importado,volume_esgoto_importado,volume_esgoto_bruto_exportado_tratamento_importador,consumo_eletrico_sistemas_esgoto,indice_agua_ligacao,indice_hidrometracao,indice_macromedicao_volume_disponibilizado,indice_macromedicao,indice_perda_faturamento,indice_micromedido_economia,indice_coleta_esgoto,indice_tratamento_esgoto,indice_consumo_agua_faturado,indice_extensao_agua_ligacao,indice_extensao_esgoto_ligacao,indice_consumo_agua_per_capita,indice_atendimento_urbano_agua,indice_atendimento_agua_esgoto,indice_volume_agua_economia,indice_faturamento_agua,indice_participacao_economia_agua,indice_micromedicao_relativo_agua,indice_esgotamento_agua_consumida,indice_atendimento_esgoto_esgoto,indice_perda_distribuicao_agua,indice_perda_linear_agua,indice_perda_ligacao_agua,indice_consumo_agua,indice_consumo_medio_agua,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_fluoretacao_agua,indice_consumo_energia_agua,indice_consumo_energia_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2012,3302452,RJ,5095,2444,4644,4644,4441,5327,4644,2444,5327,28,7,1,1,0,0,2040,990,2232,1055,2547,1111,2039,2316,1078,2486,2315,785,785,510,517,517,0,0,0,0,0,447,0,785,271,196,0,0,0,0,0,0,0,"1,23","99,95","64,97",0,"34,14","17,1","37,91",0,"17,1","12,7","6,64","291,2","95,6","52,63",26,"65,86","92,01","98,65",0,"52,63","34,14","26,22","359,92","65,86","17,1","95,64","45,88",100,"0,35",0,"1801600,8","1801600,8",0,"1206,96",0,"1802807,76",0,"1486841,84","700151,12","1206461,66",11,"18609,96","52591,4","219974,54","1805534,4","150854,49","2932068,16","790429,97","163,39","280121,76","169033,04","27611,69","16216,26","198687,11","150145,75","708,74","349541,6",0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,877023,9905,9905,0,877023,886928
2013,3303302,RJ,494200,458617,494200,494200,494200,494200,494200,458617,494200,"1293,7","710,6",1,1,0,0,87540,56705,90014,57350,196288,177600,78215,181007,163215,186106,171274,0,0,"38773,5",40939,"46875,8","55736,6",0,0,"55736,6",0,,,0,"23327,61","40927,7","40927,7","40927,7",0,0,0,0,"12458,65","2,22","89,36","69,57",100,"15,9","18,2","99,97",100,"20,2","14,4","12,3","227,5",100,"92,8",24,"84,1","92,19","94,71","99,97","92,8","26,55","31,48","465,44","73,45","17,6",100,"92,8",0,"0,42","0,3","300938059,2","175085083,5","125852975,7","11923129,41",0,"312861188,6",0,"299404525,5","45569092,97","27145174,71",472,"1263835,95","9686843,41","47374328,39","220025281,3","4238964,91","267765168,3","18420588,85","39501803,87","25973821,62","25080333,32","69079473,3",0,"2819616,76","4238964,91",0,"7058581,67",0,0,0,0,"13615114,28","12990109,04","5891049,45","22392251,67","10104021,1",0,"32496272,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3303401,RJ,161739,155993,161739,161739,161739,184786,161739,155993,184786,"675,6","417,7",1,1,8,6,39316,36570,49164,38626,67752,65852,38091,63426,59063,66754,62545,"15540,3","15540,3","8126,6","8650,8","10415,4","14763,3",0,0,0,0,6775,777,"14008,9","9049,07","8174,38","7386,42","9658,72",0,0,0,0,"1949,86","1,73","96,82","55,05",95,"29,45","10,3","94,49","90,36","12,9","15,7","11,19","150,1",100,"96,45","19,2","70,55","92,25","93,94","85,38","96,45","41,4","23,76","429,36","58,6","10,7","87,53","84,42","90,15","0,58","0,24","64265673,73","36703430,97","27562242,76","1397245,05",0,"65662918,78",0,"62626073,17","5333932,41","17016243,87",293,"811672,56","5898406,09","10844887,48","52965563,83","12279141,71","72085230,58","6009132,39",0,"6975920,85","831392,65","11418432,98",0,"7449812,3","12279141,71",0,"19728954,01",0,0,0,0,"2752764,26","5133828,11","1713040,41","9599632,78",0,0,"9599632,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3304144,RJ,118902,59271,144525,144525,118902,144525,144525,59271,144525,"385,75",132,1,1,0,0,31574,14740,34427,16162,42308,18181,10557,36146,17468,17234,16483,15673,8287,3492,9274,6053,15673,7386,0,0,0,2911,784,11701,"1972,15",3419,0,0,0,0,0,0,0,"1,36","33,3","23,45",100,"59,35","16,8","36,87",0,"11,8",11,"8,18","210,7","82,3","41,01","30,5","40,65","85,6","37,65",0,"41,01","37,71","40,49","487,05","62,29",18,"82,27","41,01","74,66","0,13",0,"21610696,31","21610696,31",0,"8247,78",0,"21618944,09",0,"15483133,69","5400994,25","10661618,53",60,"681062,69","685659,41","4411460,84","17025699,38","1191593,55","25161843,7","4635348,49",0,"32388,12","1940305,37","553509,79","368896,91","2671149,8","1176973,51","14620,04","3862743,35",0,0,0,0,"26938860,64",0,0,"26938860,64",0,0,"26938860,64",0,0,0,0,0,0,0,0,0,"132789,94","132789,94",0,0,"132789,94"
2015,3304144,RJ,122314,58501,143632,143632,122314,143632,143632,58501,143632,"374,09",132,1,1,0,0,31597,14684,34427,16101,43355,18112,10479,37183,17402,17403,16560,15666,8284,3490,9268,6049,15666,7382,0,0,0,2909,783,11696,"1927,93",3406,0,0,0,0,0,0,0,"1,36","32,43","23,45",100,"59,36","17,7","36,75",0,"11,8","10,9","8,24","210,4","85,2","40,73","30,5","40,64","85,69","37,66",0,"40,73","37,73","41,24","488,24","62,27",18,"85,16","40,73","74,66","0,12",0,"20090506,46","20090506,46",0,"9389,47",0,"20099895,93",0,"14601641,48","4602937,91","8061701,05",55,"528429,88","628902,31","3688429,79","13451391,44","1362413,91","21186925,69","4671393,82",0,"67245,62","1492421,15","476682,79","209305,37","3882652,18","1348394,43","14019,48","5245066,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27930,15",0,"131011,75","158941,9",0,0,"158941,9"
2016,3304300,RJ,49882,43700,43050,43050,37048,57963,43050,43050,57963,41,"193,72",1,1,0,2,11739,7749,13568,8610,17476,,6742,15588,,8599,7514,4698,4138,1609,3412,1758,0,560,0,0,0,1349,0,0,"1742,32","2359,8",0,0,0,0,0,0,84,"1,49","56,25","34,25",0,"62,58","15,8","69,16",0,"8,4",3,"22,5","187,4","86,1",100,"22,4","37,42","89,19","47,16",0,100,"27,37","85,93","300,31","72,63","16,3","86,06","75,39",0,"0,37","0,04","6276491,67","6276491,67",0,"2762,45",0,"6279254,12",0,"4626471,8","1568726,73","7003371,12",102,"228149,33","641755,5","2182224,86","10509515,37","459304,39","13238777,11","1346121,94",0,"25378,44","747898,31","428636,12","175937,1","1029605,16","453669,06","5635,33","1488909,55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315825,0,"178087,45","178087,45",2315825,0,"2493912,45"
2012,3304607,RJ,4997,6106,5919,5919,2872,10298,5919,5919,10298,15,6,1,1,0,1,1086,946,1156,1000,1785,946,560,1711,946,642,607,951,0,116,331,231,0,951,0,0,0,108,0,0,5,70,64,64,0,0,0,0,"138,6","1,67","50,23","12,2",0,"75,71","15,7","21,15","91,43","10,8",12,6,"181,5","48,5",100,"44,4","24,29","95,85","35,05","19,34",100,"65,19","125,82","1593,46","34,81","15,5","48,52","59,29",0,"0,01","1,98","918233,15","880641,14","37592,01","589,98",0,"918823,13",0,712341,"342241,13","1031986,6",11,"22522,7","74985,43","163865,23","1452740,03","71290,28","1985113,38","373538,61","79,87","136926,42","79881,04","22373,78","7663,42","93894,85","70955,35","334,93","165185,13",0,0,0,0,0,0,0,0,0,0,0,0,"42943,09",0,"42943,09",0,0,"42943,09",666740,307255,8805,8805,0,973995,982800
2013,3305208,RJ,81514,66804,87555,87555,81514,93659,87555,66804,93659,412,53,1,1,0,0,30712,30712,33550,33550,40825,39930,30052,39131,38288,39930,38288,6893,6893,3770,3776,5345,6893,0,0,0,0,3352,1116,6893,7767,3430,3430,5345,0,0,0,0,1755,"1,35","97,63","65,26",100,"7,48","8,1","90,84",100,"11,1","12,8","1,64","129,8","93,1","76,3","14,4","92,52","95,84","99,84","90,84","76,3","34,64","13,31","185,15","65,36","7,9","87,03","71,33",100,"1,13","0,51",34918084,34918084,0,4943134,0,39861218,0,35688209,26058034,4422285,97,351908,1734557,4316670,14914617,3393686,20691474,2383170,0,106278,0,3982919,0,0,3393686,0,3393686,0,0,0,0,8272280,26691,592952,8891923,0,0,8891923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3306305,RJ,261403,258789,261403,261403,261403,261522,261403,258789,261522,"877,56","718,7",1,1,2,0,75266,68179,79768,73075,115332,110661,74631,100332,104711,114551,99575,"37535,91","34956,52","17878,65","20674,97","20676,49","34956,52",0,0,0,"1521,3","12869,34","2578,39","34956,52",38998,"16539,98","2480,89","10338,24",0,0,0,0,"755,67","1,53","99,14","53,47","92,84","40,85","13,1","86,35",15,14,11,"9,88","201,3",100,99,"26,3","59,15","87,28","93,34","12,95",99,"40,86","44,64","524,56","59,14",14,"99,95","98,95","93,13","1,04","0,05",42837101,"28536467,4",12954177,1743168,"1346456,6",44580269,0,44580269,185038663,20423406,459,1362522,8483000,7429580,42689374,29300,42718674,0,0,446316,0,4544550,0,994254,29300,0,1023554,0,0,0,0,"323000,65","8433656,63","2641281,47","3567493,75",0,7830445,"11397938,75",0,467139,0,467139,0,0,467139,0,7363306,0,7363306,0,0,7363306
2008,3301009,RJ,395000,180950,386413,386413,395000,431839,386413,180950,431839,1034,"256,5",,,19,0,74032,29454,84064,31012,118987,52873,69960,110710,46975,107125,99107,"22993,17","22654,7","15937,3","16480,55","16521,94","22993,17","338,46",0,0,0,"12997,01","48,64","22993,17","9472,64","6766,4","4638,35","7827,68",0,0,0,,"2308,95","1,59","94,25","69,46",100,"27,99","12,5","41,06","68,55","11,8","12,5","8,22","115,5",100,"46,83","16,4","72,01","93,05","96,7","28,14","46,83","28,17","17,23","240,4","71,83","11,8","91,47","41,9",100,"0,41","0,34","59460957,58","39339046,53","20121911,05",330000,0,"59790957,58",0,"57820005,13","9612214,87","7756399,95",236,"1040762,4","3652253,74","14582168,17","34226911,77","3392679,19","51141382,91","8091958,88",0,"5688283,67","5429833,07","1507043,84",0,"5388458,16","3392679,19",0,,0,,,0,"3284027,65","3379096,56","421270,65","3108464,79","3975930,07",0,"7084394,86",,,,,,,,,,,,,,
2009,3303302,RJ,479384,443500,479384,479384,479384,479384,479384,443500,479384,1251,628,1,1,0,0,82026,53843,82879,54482,180555,166535,72454,165561,152624,164097,150357,0,0,33329,35617,39770,54256,0,0,54256,0,30345,1,0,19689,39454,39454,39633,0,0,0,0,9403,"2,21","89,17","61,43",100,"26,7",17,"110,77",100,"18,5","15,1","11,48","203,9",100,"92,51","25,2","73,3","91,76","93,58","110,77","92,51","34,35","41,08","628,65","65,65","16,5",100,"92,51",0,"0,36","0,24",205245422,115471215,89774207,5891676,0,211137098,0,201101235,28153819,14191337,353,185080,8875482,15764924,144946527,3823301,182471738,14917051,32378096,19908694,18784859,53642914,0,9172865,3823301,0,12996166,0,,,0,6006561,4250358,1417566,7974485,3700000,0,11674485,,,,,,,,,,,,,,
2011,3306107,RJ,65655,29109,62592,62592,56865,72268,62592,29109,72268,130,58,1,1,0,0,16633,6789,16634,6789,22622,9451,12605,21316,8889,17313,16295,4952,4952,3151,4196,3901,0,0,0,0,0,2898,0,0,5218,1400,0,0,0,0,0,0,0,"1,39","76,61","63,63",0,"21,22","15,2","33,37",0,"14,4","7,9","8,54","175,5","90,9","46,51","18,3","78,78","94,14","75,1",0,"46,51","15,27","16,12","127,34","84,73","15,5","90,85","40,28",0,"1,05",0,"14450388,3","14450388,3",0,"7371,78",0,"14457760,08",0,"11930907,24","10817658,73","5679216,99",48,"237040,68","1277511,16","2211924,12","10400198,19","3414411,84","24577411,8","2033140,79","1684,41","992820,83","16446,34",0,"8713214,64","15059017,2","1839952,28","1574459,56","18473429,04",0,,0,0,0,0,0,0,0,0,0,,,,,,,,5972287,0,"38707,76","1544807,76",4466187,0,"6010994,76"
2006,3300209,RJ,93071,65589,91025,91025,84654,100378,91025,63718,100378,"585,1",76,1,1,0,0,21234,,23850,,25763,,20245,24827,,24563,23671,"18754,5","18443,6","3908,9","5943,7","6766,3","18443,6",0,0,0,"1918,5","3532,6",180,0,16201,,4869,,,,,,"1902,3","1,23","94,88","23,47","98,15","63,57","13,4",,,"15,8","23,7",,"121,3",93,70,"54,8","36,43","96,32","97,11","120,96",70,68,"63,12","1666,3",32,"13,1","92,72","65,34",0,"0,86",,"16432314,28","15877191,78",0,"1378488,54","555122,5","17810802,82",,16835113,5805820,"3816229,91",165,"379058,51","4139454,08","1556926,09","15274875,64",1602777,"19061220,77","1466703,21",0,"1857739,81",0,"3525467,24","716864,91",0,1602777,0,,,,,0,"1734319,45",4708860,"126234,88",0,2348750,"4220664,33","6569414,33",,,,,,,,,,,,,,
2005,3304557,RJ,6094183,5052729,6094183,6094183,6094183,6094183,6094183,5052729,6094183,9548,4227,1,1,0,0,705410,644809,814704,644809,1817843,1641716,477208,1670553,1517336,1360675,1227447,"1083899,83","963441,6","341135,73",472763,472763,"1064252,36","120457,92",0,0,0,"283685,61","55565,72","1058519,04",360534,348923,291896,348923,,,,,39765,"2,5","65,26","33,17","98,19","54,03",21,"73,81","83,66","21,8","11,8","6,57","214,7",100,"82,91",50,"45,97","91,8","72,16","61,74","82,91","54,03","159,42","2107,37","45,97","21,8",100,"82,91","97,66","0,33","0,11",1792002245,1010549189,781453056,"5220076,77",0,1797222321,,1279905862,1047060452,361475363,4533,21444606,136931564,326955812,850640966,75150171,1481547131,477765643,0,3833620,77990351,1,0,23519931,59329246,15820925,,,,,19702504,4365448,88001759,43533736,4898879,32054436,98947628,155603447,,,,,,,,,,,,,,
2005,3305604,RJ,18603,7762,15523,15523,15523,23222,15523,7762,23222,"40,8",14,1,1,0,0,4419,,5342,,6042,,4230,5736,,5785,5380,0,,279,230,298,0,0,,,,160,,0,72,,,,,,,,"24,8","1,34","94,77",,,,"4,2",,,,"8,1","51,79",,100,50,,,"95,61",,,50,,,,,,"80,11","33,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303856,RJ,19505,323,,,,29619,,,29619,"146,09","3,79",1,1,1,1,6400,107,7600,119,7275,119,6400,7171,119,7275,7171,"2045,9","2045,9","966,81","1031,92","1576,55","1812,84",0,0,"61,93",0,"958,59","46,56","254,1","719,74","34,21","34,21","31,32",0,0,0,0,0,"1,14","99,72","46,9","86,01","23,52","10,9","3,32",100,"17,7","19,4","23,22","144,2",,,"23,6","76,48","95,85","93,69","3,32",,"49,94","20,36","431,87","50,06","11,6","65,85","1,09","12,06","0,34",0,"7626326,27","7334788,81","291537,46","170068,44",0,"7796394,71",0,"5036055,21","2844025,34","3401496,08",32,"211886,57","689162,44","2233730,5","8791773,48","10646237,58","20144778,14","706767,08",0,"746718,64",0,"1508779,25",0,"54119,08","10646237,58",0,"10700356,66",0,0,0,0,"3893351,48","197700,68",1057644,"5148696,16",0,0,"5148696,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3306008,RJ,75905,75614,,,,78346,,,78346,705,590,1,1,1,1,23447,20694,34245,29174,28753,20718,23447,27286,,28753,27286,"10399,34","10399,34",4920,4920,4920,"10399,34",0,0,0,0,0,0,"10399,34",,4428,664,4428,0,0,0,0,,"1,32",100,"47,31",100,"52,69",12,90,15,12,"18,1","19,73","171,3",,,"25,3","47,31","79,39",100,"13,5",,"52,69","21,57","577,34","47,31",12,"96,88","96,51",100,,,"40380093,99","24228627,68","16151466,31","2626299,15",0,"43006393,14",0,"43006393,14","9692982,98","20130429,3",225,"1196830,2","7779802,22","6979769,98","36516895,57",0,"41776741,49",0,0,"430063,87",0,0,"5259845,92","163057,77",0,0,"163057,77",0,0,0,0,"100426,55",0,"77186,45",177613,0,0,177613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3303609,RJ,34794,38380,47007,47007,34794,53093,47007,37380,53093,"111,09","89,6",1,1,0,6,9958,12700,9958,12800,12430,,4827,11906,,6370,5892,1340,0,"783,64","2570,78","1599,19",0,406,0,2995,0,"507,57","615,16",579,"1206,8",4000,0,0,0,0,0,0,0,"1,25","48,42","21,07",0,"57,01","10,3",100,0,"10,7","10,8","5,93","202,7",74,"79,52","29,1","42,99","95,8","30,48",0,"79,52","30,89","28,41","316,5","69,11","17,3","65,53","72,29","13,36","0,28",0,"12822365,2","12822365,2",0,0,0,"12822365,2",0,"12503433,23","2678501,49","4194520,86",27,"5587605,68","1297119,48","3982906,18","16383133,63","96771,45","20625347,55","4145442,47",0,"616976,81",0,"704004,62",0,"158394,37","96771,45",0,"255165,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3303955,RJ,22729,21630,21815,21815,20420,24282,21815,21630,24282,158,"48,6",1,1,0,1,7035,5509,7948,6495,7489,5509,6418,7125,4530,6848,6495,2803,2803,1283,1350,1350,0,0,0,0,0,1197,0,0,"1479,41",1080,0,0,0,0,0,0,,"1,06","90,9","45,77",0,"51,84","15,9",80,0,"15,2","20,1","7,48","164,5","93,6","99,15","31,6","48,16","95,21","95,04",0,"99,15","51,84","25,22","572,82","48,16","15,2","93,6","89,08",0,"0,53",,"5298058,67","5298058,67",0,"2123,69",0,"5300182,36",0,"4104450,97","1398599,49","3738770,74",23,"116337,81","489891,35","1037657,42","5939789,07","207285,64","7867891,57","1238606,72",0,"402735,76","482210,14","154395,99",0,"558496,95",206028,"1257,64","765782,59",0,0,0,0,"395126,37",0,0,"395126,37",0,0,"395126,37",0,0,0,0,0,0,0,0,0,"218005,39","218005,39",0,0,"218005,39"
2017,3304201,RJ,121637,120943,119041,119041,119041,126923,119041,119041,126923,"489,17","393,23",1,1,1,1,36464,34820,43150,42900,52048,49587,36230,47005,46317,51642,46620,"10038,5","10033,5",7112,7112,8673,"10038,5",5,0,0,0,"6307,08",120,"10037,5","7880,43",7105,"5000,87","8118,95",0,0,0,0,"1778,73","1,43","99,33","71,7",100,"12,56","11,6","99,9","70,39",14,"11,6","9,29",161,100,100,"16,2","87,44","91,19",100,"70,32",100,"28,3","15,75","212,43","71,7","11,5","95,84","95,29","99,99","0,79","0,25","44579905,03","24685137,95","19894767,08","2457088,46",0,"47036993,49",0,46773556,"5654894,09","13201465,56",205,"988962,01","4367606,84","5787714,26","35941534,44","3807465,53","44778032,74","3545233,22",0,"4856719,03","1483799,55","6739066,74",0,"8798837,04","3807465,53",0,"12606302,57",0,0,0,0,"2046396,93","4567112,72","731861,6","1600032,18","5745339,07",0,"7345371,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3305000,RJ,26075,36423,28819,28819,26075,36731,28819,28819,36731,252,"62,42",1,1,4,5,15144,2986,15144,2986,16308,,12704,15293,,13716,12807,"4990,6","1543,9","876,28","2024,78","3036,94",0,"3220,19",0,0,0,"817,22",0,0,"1889,11",2041,2041,0,0,0,0,0,,"1,07","83,59","17,56",0,"39,15","5,4",100,100,"15,6","16,5","20,97","214,6","90,5",100,"25,7","60,85",94,"43,28",100,100,"59,43","32,24","538,29","40,57","10,4","70,99","99,16",0,"0,38",,"15894002,56","15894002,56",0,"32245,77",0,"15926248,33",0,"15530113,17","3326880,75","11246981,08",37,"1312243,09","2486542,1","2800234,66","22006364,98","126993,83","25936411,67","3803052,86",0,"941494,18",0,"3218869,87",0,"207862,01","126993,83",0,"334855,84",0,0,0,0,"1120142,23",0,0,"1120142,23",0,0,"1120142,23","672603,07",1826126,"162902,5",50000,0,0,"2661631,57",0,0,0,0,0,0,0
2015,3300233,RJ,30172,23965,31067,31067,30172,31067,31067,23965,31067,278,49,1,1,0,0,12863,12863,14229,14229,23436,23292,12768,19883,19767,23292,19767,4693,4693,"3095,61","3102,78","3778,64",4693,0,0,0,0,"2270,56","612,34",4693,"10154,87","2383,31","2383,31","3778,64",0,0,0,0,"1065,75","1,86","99,21","75,86",100,"7,4","11,4","76,81",100,"13,8","20,3","3,51","285,5","97,1","77,14","17,1","92,6","84,38","99,77","76,81","77,14","23,96","9,64","218,05","76,04","11,3","97,12","77,14",100,"2,16","0,45","38305430,09","38305430,09",0,"1919406,05",0,"40224836,14",0,"35830899,08","14808620,57","2164097,45",49,"158842,79","2106617,59","3312492,94","17313994,39","3362053,83","22234505,36","1558457,14",0,"139010,25",0,"9432933,37",0,0,"3362053,83",0,"3362053,83",0,0,0,0,"4928571,45","2153363,99","199339,24","7281274,68",0,0,"7281274,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3300233,RJ,29384,23466,30439,30439,29384,30439,30439,23466,30439,"277,58",47,1,1,0,0,11711,11711,13130,13130,22356,22174,11612,18755,18609,22174,18609,4624,4624,"3000,53","3012,07","3584,27",4624,0,0,0,0,"2213,96","627,32",4624,"7178,6",3124,3124,"3584,27",0,0,0,0,"1095,71","1,93","99,17","75,08",100,"10,32","11,5",100,100,"13,6","21,8","3,69",289,"96,5","77,09","17,6","89,68","83,68","99,62",100,"77,09","24,64","9,71","237,81","75,36","11,4","96,53","77,09",100,"1,55","0,35","33780571,51","33780571,51",0,"817778,65",0,"34598350,16",0,"31277555,19","11951345,33","2008482,81",50,"171499,9","1268342,56","4270485,35","9776464,3","2215116,26","14449724,27","2458143,71",0,"63150,57",0,"1994503,11",0,0,"2215116,26",0,"2215116,26",0,,,0,"11409894,59","2947245,81","276831,85","14633972,26",,,"14633972,25",0,,,,,,,,,,,,,
2012,3300506,RJ,15143,18200,15510,15510,9125,25738,15510,15266,25738,73,"13,24",1,1,2,2,4030,7280,4330,7280,5750,7280,3963,5150,5824,5509,5079,1817,1817,1355,1375,1479,0,0,0,0,0,1256,0,1817,889,1062,0,0,0,0,0,0,0,"1,41","98,37","74,57",0,"18,6","20,5","77,24",0,"21,8","17,1","1,82","248,8","58,8","98,43","26,7","81,4","90,91","98,55",0,"98,43","24,33","16,59","300,6","75,67","20,2","58,84","70,71",100,"0,49",0,"4067218,13","4067218,13",0,"2724,79",0,"4069942,92",0,"3320193,44","1580631,71","1928531,66",20,"43048,77","172807,63","496605,27","3391088,26","314209,7","5737507,24","1646359,79","368,87","632391,09","352073,18","117334,97","33776,31","413838,65","312733,49","1476,21","728048,35",0,0,0,0,0,0,0,0,0,0,0,0,119000,0,119000,0,0,119000,0,0,13679,13679,0,0,13679
2014,3304110,RJ,17867,17682,17867,17867,17662,17970,17867,17662,17970,"43,9","42,91",1,1,0,0,6090,6050,6130,6130,6118,6080,0,6106,6020,12,10,"2257,89","2257,89","1,82","2167,57",1109,0,0,0,0,0,0,"0,6","259,2","1119,61","887,18","588,23","887,18",0,0,0,0,12,1,0,"0,08",0,"50,87","13,8","40,93","66,3","15,8","7,1","7,03","335,2","98,9","98,85","32,3","49,13","99,81","0,08","27,14","98,85","3,97","5,79","42,28","96,03",31,"99,43","98,4","11,48","0,5","0,01",1024707,569737,454970,0,0,1024707,0,492072,532636,989280,44,"963888,4","752827,8",72000,"2813176,83",0,"2813206,83",0,0,"35180,63",30,0,0,0,0,0,0,0,0,0,,,,,,,,,"2227901,59",526917,0,"2754818,59",0,0,"2754818,59",0,0,0,0,0,0,0
2014,3304904,RJ,873830,400976,1031151,1031151,873192,1031903,1031151,400976,1031903,1558,710,1,1,0,0,177573,77427,193812,84375,269793,111364,85022,242691,109450,158126,145571,191803,191803,30301,135337,110448,191803,0,0,0,59576,23998,9590,191803,"72508,74",44684,7863,2929,0,0,0,0,"2230,2","1,52","47,11","24,71",100,"39,39","16,3","58,98","17,6","15,7","8,1","8,41","237,6","84,7","38,89","40,9","60,61","89,96",40,"10,38","38,89","25,73","82,43","723,27","74,27","23,4","84,68","38,86",100,"0,38","0,05","464164785,8","387323734,9","12743029,4","172529,96","64098021,48","464337315,8",0,"348743904,1","98671019,16","49286975,08",386,"5649015,2","13960921,18","22476110,75","97908386,12","12261158,24","252695736,6",119018867,0,"215211,75","22196598,38","6320152,16","1310726,79","19660083,07","12189950,33","71207,91","31921241,31",0,,0,0,"897254,23",10447,0,"682062,2",0,"225639,03","907701,23",,,,,,,,"1712241,18","2106519,37","847498,27","847498,27","1354050,64","2464709,91","4666258,82"
2015,3305000,RJ,34539,3546,27134,27134,27099,34583,27134,3546,34583,125,12,1,1,7,0,14395,1108,15019,1498,15317,1126,11553,14512,1100,12358,11645,6137,2800,2063,2896,2896,0,3337,0,0,0,1882,350,0,"2001,93",263,0,0,0,0,0,0,0,"1,07","79,8","35,65",0,"49,96","14,1","9,08",0,"15,9","8,4","10,99",231,"99,9","13,07","33,6","50,04","94,4","71,24",0,"13,07","49,96","63,36","555,4","50,04","15,9","99,87","10,25",0,"0,33",0,"9618466,97","9618466,97",0,"4495,28",0,"9622962,25",0,"7145655,84","2203687,91","9807308,16",68,"229396,21","653041,28","1303094,89","12344892,28","783620,78","16385240,99","2236461,65",0,"23757,38","858397,1","328294,36","161869,18","2233188,27","775557,14","8063,64","3016809,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40560,91","40560,91",0,0,"40560,91"
