ano,id_municipio,sigla_uf,populacao_atendida_agua,populacao_atentida_esgoto,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_atendida_agua_ibge,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto,populacao_urbana_residente_esgoto_ibge,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,quantidade_ligacao_total_agua,quantidade_ligacao_total_esgoto,quantidade_economia_ativa_agua,quantidade_economia_ativa_esgoto,quantidade_ligacao_micromedia_ativa_agua,quantidade_economia_residencial_ativa_agua,quantidade_economia_residencial_ativa_esgoto,quantidade_economia_micromedida_ativa_agua,quantidade_economia_residencial_micromedida_ativa_agua,volume_agua_produzido,volume_agua_tratada_eta,volume_agua_micromedido,volume_agua_consumido,volume_agua_faturado,volume_agua_macromedido,volume_agua_tratada_desinfeccao,volume_agua_bruta_exportado,volume_agua_tratada_importado,volume_agua_tratada_exportado,volume_agua_micromedido_economia_ativa,volume_servico_agua,volume_agua_fluoretada,consumo_eletrico_sistemas_agua,volume_esgoto_coletado,volume_esgoto_tratado,volume_esgoto_faturado,volume_esgoto_bruto_exportado,volume_esgoto_bruto_importado,volume_esgoto_importado,volume_esgoto_bruto_exportado_tratamento_importador,consumo_eletrico_sistemas_esgoto,indice_agua_ligacao,indice_hidrometracao,indice_macromedicao_volume_disponibilizado,indice_macromedicao,indice_perda_faturamento,indice_micromedido_economia,indice_coleta_esgoto,indice_tratamento_esgoto,indice_consumo_agua_faturado,indice_extensao_agua_ligacao,indice_extensao_esgoto_ligacao,indice_consumo_agua_per_capita,indice_atendimento_urbano_agua,indice_atendimento_agua_esgoto,indice_volume_agua_economia,indice_faturamento_agua,indice_participacao_economia_agua,indice_micromedicao_relativo_agua,indice_esgotamento_agua_consumida,indice_atendimento_esgoto_esgoto,indice_perda_distribuicao_agua,indice_perda_linear_agua,indice_perda_ligacao_agua,indice_consumo_agua,indice_consumo_medio_agua,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_fluoretacao_agua,indice_consumo_energia_agua,indice_consumo_energia_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2021,3300407,RJ,183384,165701,183549,183549,182355,185237,183549,157852,185237,780,580,1,1,5,2,49405,40956,54819,46370,69917,57351,49248,62927,51473,69760,62783,"15510,6",15280,"7173,81","7298,15","10086,92","14906,78","195,84",0,"1495,84",0,"6527,23",350,"14464,04","24035,36","10547,2",300,"5023,36",0,0,0,0,"88,81","1,42","99,66","43,07","87,65","39,44","8,6",100,"2,84","12,1","62,1","19,06","109,2","99,4",86,"20,4","60,56","89,94","98,3","4,11",86,"56,18","7,61","524,04","43,82","8,8",99,"89,45","85,05","1,41","0,01","54061272,75","36613156,62","17448116,13","8505062,82",0,"62566335,57",0,"62566335,57","66264740,51","19551810,49",338,"849670,42","12067256,12","14254157,91","63514632,22",0,"63514632,22",0,"5318648,25",625000,0,"10848089,03",0,0,0,0,0,0,0,0,0,"288542,93",0,"38698,8","327241,73",0,0,"327241,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3301603,RJ,7971,1329,8107,8107,7971,11454,8107,1329,11454,15,9,1,1,1,0,2561,405,3115,453,2862,485,2560,2657,433,2861,2656,694,694,590,591,590,0,0,0,0,0,539,0,250,300,81,59,0,0,0,0,0,0,"1,11","99,93","85,01",0,"14,99","16,3","13,71","72,84","16,2","4,9","19,82","189,9","98,3","16,39","19,1","85,01","92,75","99,83","9,98","16,39","14,84","18,81","103,75","85,16","16,3","69,59","11,6","36,02","0,43",0,"2352360,53","2352360,53",0,"4859,92",0,"2357220,45",0,"1862557,39","716426,64","728170,06",5,"20560,06","102148,32","110964,17","1050249,22","14016,83","1440412,15","241076,58",0,"54487,17","135069,52","33919,44",0,"40147,06","13884,09","132,74","54163,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3301876,RJ,27656,22682,28310,28310,27656,28310,28310,22682,28310,298,9,1,1,0,0,15320,15320,16912,16912,18537,18537,15001,17841,17841,18209,17524,2488,2488,1394,1400,2249,2488,0,0,0,0,1279,642,2488,1835,2140,2140,2249,0,0,0,0,666,"1,22","97,73","75,51",100,"-21,83","6,4",100,100,"10,1","17,7","0,54",140,"97,7","80,12","11,2","121,83","96,08","99,57",100,"80,12","24,16","4,11","80,28","75,84","6,3","97,69","80,12",100,"0,74","0,31",23241929,23241929,0,1849003,0,25090932,0,21976546,10332288,1573501,29,303752,1474389,2542273,7981192,3111526,13648570,2555852,0,33277,0,2054000,0,0,3111526,0,3111526,0,0,0,0,882295,740349,366666,1989310,0,0,1989310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3304524,RJ,134206,42220,138016,138016,134206,145989,138016,40194,145989,"169,5",223,1,1,1,2,35873,16757,39459,16757,48085,22290,27218,45531,21052,36163,34857,"74,3",0,5840,"6151,4",6082,"15,8","74,3",0,11464,0,5504,0,0,3083,"2617,93","2617,93",0,0,0,0,0,,"1,35","76,73","50,61","0,14","47,29","13,2","42,56",100,"10,5",4,"13,59","126,1","97,2","29,12",20,"52,71","94,36","94,94","42,56","29,12","46,69","95,68","415,36","53,31","10,7","91,93","28,92",0,"0,27",,"103612310,5","24889315,51","78722994,98","269025,01",0,"103881335,5",0,"35325862,85","7605439,93","18039259,08",183,"414820,87","1218775,18","2917855,36","27268347,08","11475539,65","64863849,65","2607016,25",0,"870609,2","13020925,43","3807027,39","10492021,24","413154,71","10534288,23","941251,42","11888694,36",0,0,0,0,"14032,12","1041509,07",0,"1032069,22",0,0,"1055541,19","1206876,93","11783860,38",0,"12990737,31",0,0,"12990737,31",0,0,0,0,0,0,0
2021,3304557,RJ,6775561,6094888,6775561,6775561,6775561,6775561,6775561,6094888,6775561,"10874,23","7009,58",1,1,0,22,1409856,880189,1418384,1176971,2717529,2207457,614205,2527778,2014093,1780516,1607079,"3259,64",0,"332614,59","468430,12","437748,24",0,"3259,64",0,"1220422,71",0,"243105,5","219176,51","1967,91","372889,68","406681,07","346468,38","426632,08",0,"2027,12","2027,12",0,"59765,35","1,93","43,6","33,11",0,"56,42","15,5","86,82","85,27","13,4","7,7","5,96","189,8",100,"89,95","37,5","43,58","93,01","71,01","73,96","89,95","53,37","135,21","1042,51","46,63","14,4",100,"89,95","0,16","0,3","0,15",5760187518,2853652232,2565792592,"18246850,37","337067796,5",5778434368,"3674896,8",4952730324,1619489613,"899601227,9",3669,"5572813,92","386451467,7","498153605,9",2521539826,"112424293,7",3772898362,1088529149,"176995293,9","301974480,5","50002754,95","252790936,5","402338,44","115159200,7","105529938,6","6894355,09","227583494,4",0,0,0,0,"57735157,32",195813890,"63988793,8","165397194,6","152140646,6",0,"317537841,1",0,0,0,0,0,0,0,0,"67918711,7",0,0,0,"67918711,7","67918711,7"
2018,3305554,RJ,59351,28406,71321,71321,48799,86743,71321,28406,86743,"301,11",53,1,1,0,0,14040,6491,14726,6801,19778,8906,5007,18548,8500,7826,7368,0,0,1524,4599,3372,0,0,0,7957,0,1295,0,0,"1620,11",1730,316,0,0,0,0,0,"178,45","1,41","35,54","19,15",0,"57,62","16,3","37,62","18,27","14,2","20,5","7,81","212,6","68,4","39,83","33,6","42,38","93,79","33,14","6,87","39,83","42,2","30,55","656,46","57,8","19,4","68,42","32,75",0,"0,2","0,1","24069723,56","24069723,56",0,"7827,79",0,"24077551,35",0,"4872238,02","7317855,76","5032057,11",22,"159992,76","794890,21","863492,74","7425792,59","109075,15","10461933,58","1875991,87",0,"311408,01","1051073,97","263951,76",0,"312413,44","108042,17","1032,98","421488,59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3300209,RJ,115615,80782,116808,116808,114490,122865,116808,80210,122865,727,107,1,1,1,1,42578,27804,50114,34517,50351,39162,42270,48452,37408,50073,48187,"22396,88","22396,88","5312,94","10325,43","9317,83","21069,95",0,0,0,4200,"5271,54","1326,94",0,"20074,33","5929,33","5929,33",0,0,0,0,0,"1854,74","1,18","99,28","31,49","92,71","55,78","10,3","96,8",100,"9,8","17,4","3,54","146,5",98,"68,67",35,"44,22","97,38","86,74","96,8","68,67","50,99","40,97","802,34","49,01","11,8","94,1","65,75",0,"0,9","0,31","48928930,64","48928930,64",0,"2076826,68",0,"51005757,32",0,"47327682,92","9674200,11","14215291,66",226,"368862,47","8957059,35","9509382,68","44255223,3","6688835,13","60466726,89","5903290,27",0,"5845336,49","3619378,19","5359290,65",0,"2663460,34","6688835,13",0,"9352295,47",0,0,0,0,"1990018,58","5674985,26","4826016,77","1104137,09","11386883,52",0,"12491020,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3300803,RJ,48983,32000,48409,48409,48304,55967,48409,25900,55967,"327,76",120,1,1,3,3,14715,5380,16839,7570,16188,,340,,,391,363,"13049,86",0,76,"12282,93","11459,74",0,"12615,96",0,0,"9019,86",70,0,0,"12,9","1417,7",0,"850,71",0,0,0,0,0,"1,1","2,29","1,89",0,"12,18","16,5","43,45",0,"12,8","19,7","16,19","182,9","99,8","53,5","21,1","87,82","88,34","2,33",0,"53,5","5,88","6,41","145,44","94,12","17,1","87,52","57,18",0,0,0,"8432085,54","8139368,66","292716,88","130359,09",0,"8562444,63",0,"6783468,32",,"2991278,68",78,"375902,41","128175,75","715921,18",4398003,"95332,2","10548914,42","5843354,24",0,"33065,61","172581,65","153659,37","39643,33","152859,9","94778,56","553,64","248192,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1257,26","1257,26",0,0,"1257,26"
2016,3301306,RJ,41215,27197,33217,33217,33617,41167,33217,27197,41167,"144,28",61,1,1,3,2,12425,6154,13681,6803,13743,6503,10875,12554,5717,11867,10816,"12100,03","12100,03","1911,87","9102,87","9482,48","1804,03",0,0,0,7116,"1709,82",0,"1804,03","5712,86","1529,5","599,1",0,0,0,0,0,"2,1","1,11","87,36","38,36",,"21,63","13,5","76,98","39,17","14,4","10,6","8,48","134,4",100,"81,88","30,3","78,37","92,03","96,23","30,15","81,88","24,77","57,17","662,58","75,23","12,1",100,"66,07","14,91","0,47",0,"29971379,68","29967630,49","3749,19","193332,47",0,"30164712,15",0,"22504084,32",,"3708939,84",51,"577420,74","2005607,95","1298851,59","8900094,78","266822,39","16541079,75","6180925,99",0,"631460,51","434474,37","677814,15","758762,22","598125,49","263548,63","3273,76","864947,88",0,0,0,"651035,31",0,0,0,"651035,31",0,0,"651035,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3302502,RJ,185339,99152,223755,223755,175485,236319,223755,99152,236319,"285,12",163,1,1,1,0,33920,17275,36575,18653,59959,30888,1440,57737,29194,3024,2473,14036,14036,674,10828,1828,0,0,0,0,0,479,0,0,"113,99",4284,0,0,0,0,0,0,0,"1,77","4,2","4,8",0,"86,98",20,"39,56",0,"2,5","7,6","8,83","160,1","78,4","44,31","19,5","13,02","96,3","6,22",0,"44,31","22,86","31,72","259,15","77,14","15,1","78,43","41,96",0,"0,01",0,"6526408,86","6526408,86",0,"6113,91",0,"6532522,77",0,"4720344,27","1632000,06","4975421,98",28,"609927,64","39632,13","6251932,97","12707250,67","831191,97","16534731,68","1400420,71",0,"45900,53","1353453,22","784435,42","242415,11","1863251,22","820993,76","10198,21","2694443,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682250,0,"12410,28","12410,28",1682250,0,"1694660,28"
2016,3304151,RJ,19304,6535,14847,14847,12394,23125,14847,6535,23125,"78,84",23,1,1,0,0,5351,1876,5609,1969,6311,2017,4462,5958,1964,5239,5017,1278,1278,978,986,986,0,0,0,0,0,924,0,0,"1120,56",241,0,0,0,0,0,0,0,"1,18","82,11","76,53",0,"22,85","16,8","24,44",0,13,"13,7","11,69","137,7","83,5","44,02","16,9","77,15","96,01","99,19",0,"44,02","22,85","10,4","149,67","77,15",13,"83,48","28,26",0,"0,88",0,"3520262,11","3520262,11",0,"1239,42",0,"3521501,53",0,"2484549,57","879765,89","1954630,06",11,"55534,88","389587,91","658048,82","3145198,89","230692,82","4573512,75","754925,34",0,"4831,27","375643,59","82565,95","67052,11","517135,25","227862,36","2830,46","747828,07",0,0,0,0,"262,98",0,0,"262,98",0,0,"262,98",0,0,0,0,0,0,0,0,0,"86251,41","86251,41",0,0,"86251,41"
2015,3304805,RJ,29235,32798,29805,29805,23111,37703,29805,24778,37703,86,105,1,1,1,8,9196,14520,9584,14960,10887,,7962,10012,,9523,8736,4130,4130,1780,2081,2023,0,0,0,0,0,1577,0,0,"2105,4","1758,21",0,0,0,0,0,0,,"1,14","83,03","43,1",0,"51,02","19,6","84,49",0,"18,7","10,2","7,07","232,9","77,5","83,13","38,2","48,98","92,86","85,54",0,"83,13","49,61","65,28","707,1","50,39","19,2","77,54","86,99",0,"0,51",,"6718978,45","6718977,45",1,"3140,17",0,"6722119,62",0,"4773648,24","1539385,58","5486692,19",50,"154377,63","695868,05","928249,83","7509536,61","363394,89","9928453,63","1562279,67",0,"16887,74","398072,53","227461,17","95169,93","1035614,73","359655,48","3739,41","1399009,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97751,8","97751,8",0,0,"97751,8"
2014,3304805,RJ,19718,29817,29811,29811,15588,37710,29811,22526,37710,86,97,1,1,1,8,6682,13200,7235,13600,7141,,5222,6729,,5640,5283,4141,4141,1781,2082,2024,0,0,0,0,0,1578,0,0,"2142,77","1758,21",0,0,0,0,0,0,14,"1,14","82,32","43,01",0,"51,12","20,1","84,45",0,"19,1","9,1","7,15","237,6","52,3","75,56","39,1","48,88","92,79","85,54",0,"75,56","49,72","75,72","730,52","50,28","19,7","52,29","79,07",0,"0,52","0,01","7097850,12","7097849,12",1,"2638,27",0,"7100489,39",0,"4945303,76","1508843,47","5669981,68",50,"119132,54","409332,87","596945,11","7076134,56","374176,76","9997999,29","1819996,04",0,"5697,82","677380,01","275044,54","50311,92","599971,56","372003,69","2173,07","974148,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14982,35","14982,35",0,0,"14982,35"
2013,3304805,RJ,28292,29817,29817,29817,22366,37717,29817,29817,37717,63,85,1,1,1,5,8762,11837,9132,11843,10516,,7492,9655,,9109,8348,4129,4129,1779,2080,2022,0,0,0,0,0,1576,0,0,2021,"1752,42",0,0,0,0,0,0,14,"1,22","84,8","43,09",0,"51,03","16,6","84,25",0,"16,1","6,9","7,21","202,3",75,100,"32,8","48,97","91,67","85,53",0,100,"49,62","89,82",652,"50,38","16,5","75,01","79,05",0,"0,49","0,01","5952498,3","5952497,3",1,"3185,55",0,"5955684,85",0,"4995850,98","1369466,23","5628378,46",52,"115576,81","385340,87","793303,72","8093236,33","529963,61","10796927,11","1397642,93",0,"998181,03","698774,84","172455,44","77309,4","968113,4","529177,33","786,28","1498077,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146163,146163,0,0,146163
2009,3300209,RJ,105200,71727,102010,102010,99200,109705,102010,69000,109705,"658,02",78,1,1,1,1,23367,16697,28091,18826,29756,21643,22685,28629,20194,28888,27793,18433,18433,"4307,15","6737,71","6513,88",18433,0,0,0,1420,"3764,29","27,56",0,"15805,71",,,,0,0,0,0,"2186,8","1,28","96,18","25,36",100,"64,61","12,6",,,"14,3","23,4","4,15","139,8","97,3","67,64","47,8","35,39","96,21",81,,"67,64","63,39","49,69","1374,34","36,61","14,9","95,89","65,38",0,"0,86",,"20095827,4","20095827,4",0,"702342,44",0,"20798169,84",0,"19504767,08","4939521,88","5580047,81",194,"390175,93","5017411,36","2343290,67","22326491,91","2055822,87","28104963,52","1700230,27",0,"3577126,48",0,"5418439,66","2022418,47","1634227,17","2055822,87",0,"3690050,04",0,,,0,"653262,09","3350676,33","403027,58",1732966,2674000,0,4406966,,,,,,,,,,,,,,
2010,3303856,RJ,16314,26359,18585,18585,11583,26359,18585,18585,26359,71,60,1,1,0,9,4663,7950,5124,8000,5329,7950,4567,5098,7950,5098,4891,2306,2306,1099,1120,1120,0,0,0,0,0,1019,0,0,488,,,,0,30,0,0,,"1,18","97,9","47,66",0,"51,43","17,4",,,"17,2","13,9","7,5","176,8","62,3",100,"35,4","48,57","95,66","98,12",,100,"51,43","46,42","707,76","48,57","17,2","61,89",100,0,"0,21",,"3902521,7","3805684,03",90000,"707,98",0,"3903229,68","6837,67","3046030,2","2623814,98","1420028,78",20,"57181,68","324349,1","613319,44","3003803,73","646735,6","5872448,25","1301507,44",398,564246,225247,"24280,73","695154,48",214238,"625549,58","21186,02","860973,6",0,,0,0,0,0,0,0,0,0,0,,,,,,,,"437094,61",0,34077,34077,0,"437094,61","471171,61"
2002,3301702,RJ,412068,37,794883,794883,412068,798103,794883,37,798103,402,70,1,1,0,0,82859,9,82970,9,131002,13,38816,123744,11,75608,70423,85001,58307,18306,33089,33089,85000,26694,0,0,0,15133,3061,,,3,0,3,,,,,,"1,63","48,29","22,34",100,"59,62","20,6","0,01",0,"21,2","4,9","7777,78",221,"51,8",0,"54,3","40,38","94,49","55,32",0,0,"59,62","332,93","1674,74","40,38","21,2","51,63",0,,,,111243867,111241514,2353,536087,0,111779954,,16728301,25424684,2009515,89,604253,2810944,3041670,14718731,0,52971826,15483710,0,4209486,0,2042863,22062789,0,0,0,,,,,706596,5989093,52567,851438,1120468,5772630,0,7599694,,,,,,,,,,,,,,
2003,3305109,RJ,339976,20,456778,456778,339976,456778,456778,20,456778,492,188,1,1,0,0,60026,6,67773,6,108890,11,42200,102095,8,80351,75090,53685,53685,17470,26771,26771,53685,0,0,0,0,15709,2826,53685,12797,"2,6",0,"2,6",,,,,332,"1,81","65,28","34,35",100,"47,36","18,8","0,01",0,"20,6","7,7","31333,33",217,"74,4",0,"41,2","52,64","93,54","65,26",0,0,"47,36","134,14","1100,6","52,64","20,6","74,43",0,100,"0,24","127,69",37335683,37328787,6896,124,0,37335807,,12485204,26923131,1786435,24,521893,3014615,3309519,21365479,0,42884095,12786639,0,5880996,0,6852021,8731977,0,0,0,,,,,426769,1940691,26107148,0,264383,27783456,0,28474608,,,,,,,,,,,,,,
2022,3300936,RJ,3322,10869,,,,13847,,,13847,"26,5",35,1,1,0,0,1133,3492,1334,3512,1551,,836,1222,,959,894,"336,52","336,52","104,59",191,"285,53","132,19",0,0,0,0,"93,19","6,61",0,"422,04","214,44","201,83",0,0,0,0,0,38,"1,24","83,99","31,7","39,28","13,45","7,6",100,"94,12",16,"20,4","9,97","144,3",,,"18,8","86,55","85,87","54,76",100,,"42,11","14,36","317,28","57,89","10,7","23,99","78,49",0,"1,25","0,18","1485358,62","1485358,62",0,"35435,55",0,"1520794,17",0,"1211119,18","689348,18","2115345,02",43,"129311,21","419061,07","679512,51","3792164,97","208290,84","5200738,47","290293,29",0,"143719,87","53771,14","305215,29","856218,23","81763,21","152974,06","55316,78","290054,05",0,0,0,0,"56285,25","7134,38","132936,87",0,"196356,5",0,"196356,5",70190,"403057,42","197954,2","671201,62",0,0,"671201,62",0,0,0,0,0,0,0
2022,3304524,RJ,109967,41563,,,,156491,,,156491,"170,36",215,1,1,1,0,32252,16087,34867,16087,47569,21391,28039,42107,20162,38774,37214,"4030,17","3999,45","3874,93","6897,13","10052,67","4030,17","30,72",0,"6857,63","910,51","3586,47","675,65",0,"5661,25","2238,97","2238,97",0,0,0,0,0,0,"1,4","88,31","41,66","31,27","1,56","8,1","37,4",100,"16,4","4,9","13,52","149,1",,,"17,9","98,44","91,1","64,73","37,4",,"32,46","53,31","273,33","67,54","10,8","70,27","26,56",0,"0,52",0,"163098676,6","47117751,4","115980925,2","13783128,6",0,"176881805,2",0,"87344359,17","819715829,8","11843611,75",166,"1311114,48","3274852,4","11106306,48","59760964,05","28984074,25","128165197,2","4757629,09","112515,67","15719344,3","34710917,12","16393218,97","-48387,28","2768976,46","27068259,96","1915814,29","31753050,71",0,0,0,0,"1860055,98","126019,01","3490349,95","86819,01","5389605,93",0,"5476424,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3300258,RJ,30115,24699,30827,30827,30115,30827,30827,24699,30827,"176,11","33,2",1,1,0,0,13777,13777,15287,15287,19768,19768,13700,18682,18682,19627,18559,"2942,36","2942,36",1620,1620,2595,"2942,36",0,0,0,0,1451,668,"2942,36","2390,5",2505,2505,2595,0,0,0,0,1082,"1,44","99,49","71,23",100,"-14,1","6,9",100,100,11,"11,7","2,13","147,9","97,7","80,12","12,5","114,1","94,47",100,100,"80,12","28,77","10,18","131,48","71,23","6,9","97,69","80,12",100,"0,81","0,43",30904340,30904340,0,1001889,0,31906229,0,26217202,13652043,1809880,27,269183,1820927,3153442,8223170,5529767,17755191,4002254,0,19700,0,1150038,0,0,5529767,0,5529767,0,0,0,0,2255809,2072151,399902,4727862,0,0,4727862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3303955,RJ,18508,21630,22407,22407,18508,24941,22407,21630,24941,158,"48,6",1,1,0,1,6952,5509,8149,6495,7101,5509,5424,5802,4530,5797,5509,3124,3124,1299,1353,1353,0,0,0,0,0,1212,0,0,686,1175,0,0,0,0,0,0,0,"1,04","84,66","41,58",0,"56,69","17,1","86,84",0,"15,5","19,6","7,48","179,8","82,6","96,53","35,7","43,31","88,6","96,01",0,"96,53","56,69","30,71","693,79","43,31","15,5","74,21","86,72",0,"0,22",0,"5764629,06","5764629,06",0,"17967,51",0,"5782596,57",0,"3995991,21","1757496,31","1917781,81",17,"47068,97","233852,24","254034,72","2671387,73","32089,3","3564603,38","551906,28",0,"124951,08","309220,07","93698,91",0,"91910,28","31785,4","303,9","123999,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3304805,RJ,30094,33800,29794,29794,23790,37689,29794,23779,37689,73,108,1,1,1,8,9542,14980,9946,15200,11210,,8351,10306,,9889,9077,4195,4195,1814,2004,2004,0,0,0,0,0,1640,0,0,"2177,49","1958,22",0,0,0,0,0,0,,"1,18","87,36","43,24",0,"52,23","15,4","97,72",0,15,"8,1","7,06","183,9","79,9","79,81","31,4","47,77","91,93","90,52",0,"79,81","52,23","75,51","634,91","47,77",15,"79,85","89,68",0,"0,52",,"7864675,75","7864673,75",2,"3184,75",0,"7867861,5",0,"5864155,46","2076151,75","5296690,14",41,"174262,43","730926,28","1449938,76","9240867,04","200137,96","11745437,78","1838650,4",0,"1289899,59","465583,44","299149,84","198,94","539238,72","198923,69","1214,27","739376,68",0,0,0,0,"658,73",0,0,"658,73",0,0,"658,73",0,0,0,0,0,0,0,0,0,"175878,75","175878,75",0,0,"175878,75"
2014,3300209,RJ,113467,79140,114985,114985,112460,120948,114985,78540,120948,710,93,1,1,1,1,30800,19020,32726,22034,36423,24338,30577,36045,22724,36190,35908,"19928,7","19928,7","5172,3","9578,79","9120,81","19928,7",0,0,0,3050,"5118,62",45,0,"16971,96","5080,9","5080,9",0,0,0,0,0,"4211,8","1,19","99,22","30,73",100,"54,13","12,2","77,82",100,"14,2","21,1","3,92","159,2","97,8","68,3","39,4","45,87","99,01","79,22","77,82","68,3","51,83","40,92","939,63","48,17","15,3","93,81","65,43",0,"0,85","0,83","48082145,98","48082145,98",0,"1747989,96",0,"49830135,94",0,"48101780,18","8957626,71","11817391,12",260,"150751,27","4707931,94","8603252,95","39412580,22","2787562,25","49111617,23","3234154,06",0,"4609640,18","3677320,7","9523612,76",0,"7294173,42","2787562,25",0,"10081735,67",0,0,0,0,"4026690,92","5575601,36","2224193,86","6600649,5","5225836,64",0,"11826486,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3300233,RJ,27734,22730,29790,29790,27734,29790,29790,22730,29790,278,47,1,1,0,0,10976,10976,12355,12355,21525,21374,10887,17964,17829,21374,17829,3634,3634,2709,2713,3352,3634,0,0,0,0,2085,589,3634,7358,3370,3370,3352,0,0,0,0,1087,"1,98","99,12","88,97",100,"-10,08","10,9",100,100,"13,3","23,2","3,92","274,8","93,1","76,3","14,5","110,08","83,56","99,85",100,"76,3","10,9","3,27","86,11","89,1","10,8","93,1","76,3",100,"2,02","0,32",29083971,29083971,0,881312,0,29965283,0,26828264,15336476,2331652,51,185543,914546,2275966,7863739,1789323,10909590,1256528,0,56035,0,2099997,0,0,1789323,0,1789323,0,0,0,0,1555865,769776,312333,2637974,0,0,2637974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3300605,RJ,32981,33500,30451,30451,27874,36031,30451,29800,36031,"66,96",81,1,1,1,8,8977,13780,9616,14100,11569,13780,7469,10921,13780,8943,8308,4394,4394,1735,3226,1873,0,0,0,0,0,1539,0,0,"1740,51",2720,0,0,3487,0,0,0,0,"1,29","82,33","39,49",0,"57,37","16,3","84,31",0,"13,5","6,8","5,74","268,1","91,5","97,86","31,7","42,63","94,42","53,78",0,"97,86","26,58","49,25","356,63","73,42","23,3","91,54","92,98",0,"0,4",0,"6687069,91","6687069,91",0,"4333,19",0,"6691403,1",0,"4680134,78","1671692,64","3636485,56",59,"190939,16","605126,91","1206301,18","6137064,9",450477,"8874273,33","1434478,55",0,"8856,44","733524,38","151355,65","118728,5","1009817,09","444949,95","5527,05","1460294,09",338000,250000,0,0,0,0,0,0,0,0,0,80000,100000,0,250000,60000,120000,430000,0,0,"91836,04","91836,04",0,0,"91836,04"
2015,3302700,RJ,85402,17708,144284,144284,84082,146549,144284,17708,146549,90,23,1,1,0,0,23566,4831,24566,4993,29641,5656,11733,28754,5367,13924,13120,5464,5464,2034,4250,2204,0,0,0,0,0,1784,0,0,"643,03",680,232,67,0,0,0,0,"18,98","1,27","45,36","37,23",0,"59,66","13,7",16,"34,12","6,4","3,8","4,63",140,"58,3","12,27","15,8","40,34","96,96","47,86","5,46","12,27","22,22","36,96","145,82","77,78","12,3","58,28","12,08",0,"0,12","0,03","7627465,82","7320131,63","307334,19","3564,77",0,"7631030,59",0,"5684416,16","1747529,44","4250715,1",29,204240,"215950,56","2521710,24","7564489,55","573186,12","10644230,59","1773518,6",0,"45974,57","627881,93","325899,08","105154,39","1633484,75","567287,93","5898,19","2206670,87",0,0,0,0,"4295213,37",0,0,"4295213,37",0,0,"4295213,37",0,0,0,0,0,0,0,"3207604,97",0,"34071,17","34071,17","1979667,5","1227937,47","3241676,14"
